"province_name","province_code","county_name","age_group","male","female"
"خراسان رضوی","09","سبزوار",">100",6,7
"خراسان رضوی","09","سبزوار","unknown",447,673
"خراسان رضوی","09","سرخس","0-4",5109,4803
"خراسان رضوی","09","سرخس","5-9",4767,4544
"خراسان رضوی","09","سرخس","10-14",4458,4393
"خراسان رضوی","09","سرخس","15-19",4714,4528
"خراسان رضوی","09","سرخس","20-24",4757,5082
"خراسان رضوی","09","سرخس","25-29",5047,5056
"خراسان رضوی","09","سرخس","30-34",3949,3841
"خراسان رضوی","09","سرخس","35-39",3014,2975
"خراسان رضوی","09","سرخس","40-44",2541,2507
"خراسان رضوی","09","سرخس","45-49",1887,1931
"خراسان رضوی","09","سرخس","50-54",1721,1738
"خراسان رضوی","09","سرخس","55-59",1087,1110
"خراسان رضوی","09","سرخس","60-64",616,653
"خراسان رضوی","09","سرخس","65-69",441,467
"خراسان رضوی","09","سرخس","70-74",429,392
"خراسان رضوی","09","سرخس","75-79",432,289
"خراسان رضوی","09","سرخس","80-84",248,174
"خراسان رضوی","09","سرخس","85-89",119,66
"خراسان رضوی","09","سرخس","90-94",15,15
"خراسان رضوی","09","سرخس","95-99",2,5
"خراسان رضوی","09","سرخس",">100",3,5
"خراسان رضوی","09","سرخس","unknown",17,9
"خراسان رضوی","09","فریمان","0-4",5128,4959
"خراسان رضوی","09","فریمان","5-9",4456,4209
"خراسان رضوی","09","فریمان","10-14",4203,4291
"خراسان رضوی","09","فریمان","15-19",4476,4687
"خراسان رضوی","09","فریمان","20-24",5112,5192
"خراسان رضوی","09","فریمان","25-29",5118,5158
"خراسان رضوی","09","فریمان","30-34",4062,4171
"خراسان رضوی","09","فریمان","35-39",3195,3151
"خراسان رضوی","09","فریمان","40-44",2615,2572
"خراسان رضوی","09","فریمان","45-49",1884,1979
"خراسان رضوی","09","فریمان","50-54",1773,1929
"خراسان رضوی","09","فریمان","55-59",1129,1409
"خراسان رضوی","09","فریمان","60-64",767,970
"خراسان رضوی","09","فریمان","65-69",691,908
"خراسان رضوی","09","فریمان","70-74",724,680
"خراسان رضوی","09","فریمان","75-79",676,583
"خراسان رضوی","09","فریمان","80-84",373,304
"خراسان رضوی","09","فریمان","85-89",208,115
"خراسان رضوی","09","فریمان","90-94",32,14
"خراسان رضوی","09","فریمان","95-99",9,6
"خراسان رضوی","09","فریمان",">100",3,7
"خراسان رضوی","09","فریمان","unknown",2,0
"خراسان رضوی","09","قوچان","0-4",7614,7123
"خراسان رضوی","09","قوچان","5-9",7452,7057
"خراسان رضوی","09","قوچان","10-14",8002,7878
"خراسان رضوی","09","قوچان","15-19",9495,9180
"خراسان رضوی","09","قوچان","20-24",10396,9502
"خراسان رضوی","09","قوچان","25-29",8947,8836
"خراسان رضوی","09","قوچان","30-34",7170,7215
"خراسان رضوی","09","قوچان","35-39",5991,6367
"خراسان رضوی","09","قوچان","40-44",5372,5398
"خراسان رضوی","09","قوچان","45-49",4196,4411
"خراسان رضوی","09","قوچان","50-54",4089,4496
"خراسان رضوی","09","قوچان","55-59",2920,3469
"خراسان رضوی","09","قوچان","60-64",1947,2456
"خراسان رضوی","09","قوچان","65-69",1894,2234
"خراسان رضوی","09","قوچان","70-74",1633,2046
"خراسان رضوی","09","قوچان","75-79",1495,1230
"خراسان رضوی","09","قوچان","80-84",617,682
"خراسان رضوی","09","قوچان","85-89",312,307
"خراسان رضوی","09","قوچان","90-94",43,49
"خراسان رضوی","09","قوچان","95-99",18,21
"خراسان رضوی","09","قوچان",">100",107,9
"خراسان رضوی","09","قوچان","unknown",16,22
"خراسان رضوی","09","کاشمر","0-4",7495,7159
"خراسان رضوی","09","کاشمر","5-9",6620,6185
"خراسان رضوی","09","کاشمر","10-14",6233,6071
"خراسان رضوی","09","کاشمر","15-19",6647,6545
"خراسان رضوی","09","کاشمر","20-24",7882,8284
"خراسان رضوی","09","کاشمر","25-29",8493,8494
"خراسان رضوی","09","کاشمر","30-34",7148,7243
"خراسان رضوی","09","کاشمر","35-39",6006,6021
"خراسان رضوی","09","کاشمر","40-44",4764,4753
"خراسان رضوی","09","کاشمر","45-49",4008,4022
"خراسان رضوی","09","کاشمر","50-54",3680,3891
"خراسان رضوی","09","کاشمر","55-59",2547,2788
"خراسان رضوی","09","کاشمر","60-64",1515,1784
"خراسان رضوی","09","کاشمر","65-69",1649,1820
"خراسان رضوی","09","کاشمر","70-74",1152,1245
"خراسان رضوی","09","کاشمر","75-79",1283,1236
"خراسان رضوی","09","کاشمر","80-84",658,641
"خراسان رضوی","09","کاشمر","85-89",488,489
"خراسان رضوی","09","کاشمر","90-94",96,65
"خراسان رضوی","09","کاشمر","95-99",10,12
"خراسان رضوی","09","کاشمر",">100",5,8
"خراسان رضوی","09","کاشمر","unknown",10,4
"خراسان رضوی","09","کلات","0-4",1827,1767
"خراسان رضوی","09","کلات","5-9",1826,1656
"خراسان رضوی","09","کلات","10-14",1986,1769
"خراسان رضوی","09","کلات","15-19",2239,2209
"خراسان رضوی","09","کلات","20-24",2029,2005
"خراسان رضوی","09","کلات","25-29",1656,1808
"خراسان رضوی","09","کلات","30-34",1304,1516
"خراسان رضوی","09","کلات","35-39",1019,1129
"خراسان رضوی","09","کلات","40-44",991,1176
"خراسان رضوی","09","کلات","45-49",959,1121
"خراسان رضوی","09","کلات","50-54",792,793
"خراسان رضوی","09","کلات","55-59",572,635
"خراسان رضوی","09","کلات","60-64",421,555
"خراسان رضوی","09","کلات","65-69",381,452
"خراسان رضوی","09","کلات","70-74",292,301
"خراسان رضوی","09","کلات","75-79",326,247
"خراسان رضوی","09","کلات","80-84",189,149
"خراسان رضوی","09","کلات","85-89",56,53
"خراسان رضوی","09","کلات","90-94",7,6
"خراسان رضوی","09","کلات","95-99",4,6
"خراسان رضوی","09","کلات",">100",1,0
"خراسان رضوی","09","کلات","unknown",2,0
"خراسان رضوی","09","گناباد","0-4",3409,3289
"خراسان رضوی","09","گناباد","5-9",3365,3188
"خراسان رضوی","09","گناباد","10-14",3372,3164
"خراسان رضوی","09","گناباد","15-19",3483,3382
"خراسان رضوی","09","گناباد","20-24",4033,3895
"خراسان رضوی","09","گناباد","25-29",4099,3869
"خراسان رضوی","09","گناباد","30-34",3250,3317
"خراسان رضوی","09","گناباد","35-39",2995,2775
"خراسان رضوی","09","گناباد","40-44",2631,2634
"خراسان رضوی","09","گناباد","45-49",2085,1958
"خراسان رضوی","09","گناباد","50-54",1857,1930
"خراسان رضوی","09","گناباد","55-59",1381,1554
"خراسان رضوی","09","گناباد","60-64",853,1128
"خراسان رضوی","09","گناباد","65-69",895,1192
"خراسان رضوی","09","گناباد","70-74",825,961
"خراسان رضوی","09","گناباد","75-79",989,1029
"خراسان رضوی","09","گناباد","80-84",505,481
"خراسان رضوی","09","گناباد","85-89",454,336
"خراسان رضوی","09","گناباد","90-94",85,83
"خراسان رضوی","09","گناباد","95-99",19,19
"خراسان رضوی","09","گناباد",">100",6,4
"خراسان رضوی","09","گناباد","unknown",2,2
"خراسان رضوی","09","مشهد","0-4",137286,130992
"خراسان رضوی","09","مشهد","5-9",124671,118929
"خراسان رضوی","09","مشهد","10-14",121175,118085
"خراسان رضوی","09","مشهد","15-19",125759,128643
"خراسان رضوی","09","مشهد","20-24",168000,177148
"خراسان رضوی","09","مشهد","25-29",185917,184911
"خراسان رضوی","09","مشهد","30-34",146359,145098
"خراسان رضوی","09","مشهد","35-39",114348,109438
"خراسان رضوی","09","مشهد","40-44",97665,98216
"خراسان رضوی","09","مشهد","45-49",81993,81589
"خراسان رضوی","09","مشهد","50-54",72177,71929
"خراسان رضوی","09","مشهد","55-59",53056,52714
"خراسان رضوی","09","مشهد","60-64",31926,35278
"خراسان رضوی","09","مشهد","65-69",26276,25977
"خراسان رضوی","09","مشهد","70-74",19564,21668
"خراسان رضوی","09","مشهد","75-79",16140,15754
"خراسان رضوی","09","مشهد","80-84",8465,9244
"خراسان رضوی","09","مشهد","85-89",4701,4550
"خراسان رضوی","09","مشهد","90-94",1102,1089
"خراسان رضوی","09","مشهد","95-99",327,277
"خراسان رضوی","09","مشهد",">100",145,381
"خراسان رضوی","09","مشهد","unknown",740,239
"خراسان رضوی","09","مه ولات","0-4",2269,2160
"خراسان رضوی","09","مه ولات","5-9",2049,1962
"خراسان رضوی","09","مه ولات","10-14",2031,1927
"خراسان رضوی","09","مه ولات","15-19",2088,2034
"خراسان رضوی","09","مه ولات","20-24",2341,2412
"خراسان رضوی","09","مه ولات","25-29",2551,2557
"خراسان رضوی","09","مه ولات","30-34",2289,2152
"خراسان رضوی","09","مه ولات","35-39",1812,1774
"خراسان رضوی","09","مه ولات","40-44",1462,1480
"خراسان رضوی","09","مه ولات","45-49",1193,1225
"خراسان رضوی","09","مه ولات","50-54",1038,1159
"خراسان رضوی","09","مه ولات","55-59",799,879
"خراسان رضوی","09","مه ولات","60-64",502,639
"خراسان رضوی","09","مه ولات","65-69",493,681
"خراسان رضوی","09","مه ولات","70-74",465,506
"خراسان رضوی","09","مه ولات","75-79",499,492
"خراسان رضوی","09","مه ولات","80-84",271,270
"خراسان رضوی","09","مه ولات","85-89",204,151
"خراسان رضوی","09","مه ولات","90-94",38,20
"خراسان رضوی","09","مه ولات","95-99",3,6
"خراسان رضوی","09","مه ولات",">100",3,5
"خراسان رضوی","09","مه ولات","unknown",5,4
"خراسان رضوی","09","نیشابور","0-4",20758,19979
"خراسان رضوی","09","نیشابور","5-9",17720,16783
"خراسان رضوی","09","نیشابور","10-14",17276,16861
"خراسان رضوی","09","نیشابور","15-19",19084,18839
"خراسان رضوی","09","نیشابور","20-24",23502,23984
"خراسان رضوی","09","نیشابور","25-29",24662,24440
"خراسان رضوی","09","نیشابور","30-34",20219,19863
"خراسان رضوی","09","نیشابور","35-39",16065,15417
"خراسان رضوی","09","نیشابور","40-44",13020,12811
"خراسان رضوی","09","نیشابور","45-49",10270,10433
"خراسان رضوی","09","نیشابور","50-54",9716,10309
"خراسان رضوی","09","نیشابور","55-59",6807,7494
"خراسان رضوی","09","نیشابور","60-64",4171,5233
"خراسان رضوی","09","نیشابور","65-69",4174,4814
"خراسان رضوی","09","نیشابور","70-74",3389,3675
"خراسان رضوی","09","نیشابور","75-79",3262,3080
"خراسان رضوی","09","نیشابور","80-84",1322,1382
"خراسان رضوی","09","نیشابور","85-89",1007,785
"خراسان رضوی","09","نیشابور","90-94",171,151
"خراسان رضوی","09","نیشابور","95-99",30,30
"خراسان رضوی","09","نیشابور",">100",11,10
"خراسان رضوی","09","نیشابور","unknown",54,42
"اصفهان","10","آران و بیدگل","0-4",4331,4106
"اصفهان","10","آران و بیدگل","5-9",3868,3644
"اصفهان","10","آران و بیدگل","10-14",3547,3607
"اصفهان","10","آران و بیدگل","15-19",3770,3641
"اصفهان","10","آران و بیدگل","20-24",5318,5230
"اصفهان","10","آران و بیدگل","25-29",5536,5440
"اصفهان","10","آران و بیدگل","30-34",4462,4155
"اصفهان","10","آران و بیدگل","35-39",4076,3726
"اصفهان","10","آران و بیدگل","40-44",3734,3382
"اصفهان","10","آران و بیدگل","45-49",2807,2731
"اصفهان","10","آران و بیدگل","50-54",2223,2106
"اصفهان","10","آران و بیدگل","55-59",1591,1586
"اصفهان","10","آران و بیدگل","60-64",958,1038
"اصفهان","10","آران و بیدگل","65-69",828,958
"اصفهان","10","آران و بیدگل","70-74",797,902
"اصفهان","10","آران و بیدگل","75-79",828,763
"اصفهان","10","آران و بیدگل","80-84",479,557
"اصفهان","10","آران و بیدگل","85-89",271,264
"اصفهان","10","آران و بیدگل","90-94",42,62
"اصفهان","10","آران و بیدگل","95-99",10,24
"اصفهان","10","آران و بیدگل",">100",2,5
"اصفهان","10","آران و بیدگل","unknown",1,3
"اصفهان","10","اردستان","0-4",1390,1342
"اصفهان","10","اردستان","5-9",1310,1287
"اصفهان","10","اردستان","10-14",1451,1377
"اصفهان","10","اردستان","15-19",1704,1554
"اصفهان","10","اردستان","20-24",2178,2036
"اصفهان","10","اردستان","25-29",2282,2066
"اصفهان","10","اردستان","30-34",1669,1655
"اصفهان","10","اردستان","35-39",1362,1353
"اصفهان","10","اردستان","40-44",1290,1271
"اصفهان","10","اردستان","45-49",1084,1160
"اصفهان","10","اردستان","50-54",1084,1179
"اصفهان","10","اردستان","55-59",852,957
"اصفهان","10","اردستان","60-64",573,751
"اصفهان","10","اردستان","65-69",519,701
"اصفهان","10","اردستان","70-74",574,684
"اصفهان","10","اردستان","75-79",599,625
"اصفهان","10","اردستان","80-84",387,454
"اصفهان","10","اردستان","85-89",236,244
"اصفهان","10","اردستان","90-94",53,59
"اصفهان","10","اردستان","95-99",7,10
"اصفهان","10","اردستان",">100",5,16
"اصفهان","10","اردستان","unknown",9,6
"اصفهان","10","اصفهان","0-4",75679,72059
"اصفهان","10","اصفهان","5-9",71552,67793
"اصفهان","10","اصفهان","10-14",75213,71713
"اصفهان","10","اصفهان","15-19",82343,79037
"اصفهان","10","اصفهان","20-24",114793,117598
"اصفهان","10","اصفهان","25-29",132059,132947
"اصفهان","10","اصفهان","30-34",105422,106126
"اصفهان","10","اصفهان","35-39",86131,82958
"اصفهان","10","اصفهان","40-44",80202,75997
"اصفهان","10","اصفهان","45-49",69216,66652
"اصفهان","10","اصفهان","50-54",59224,57731
"اصفهان","10","اصفهان","55-59",47428,44617
"اصفهان","10","اصفهان","60-64",32507,31448
"اصفهان","10","اصفهان","65-69",23148,23337
"اصفهان","10","اصفهان","70-74",17649,16743
"اصفهان","10","اصفهان","75-79",13270,12299
"اصفهان","10","اصفهان","80-84",7602,10347
"اصفهان","10","اصفهان","85-89",4267,4330
"اصفهان","10","اصفهان","90-94",775,998
"اصفهان","10","اصفهان","95-99",142,234
"اصفهان","10","اصفهان",">100",102,176
"اصفهان","10","اصفهان","unknown",199,109
"اصفهان","10","برخوار","0-4",4871,4428
"اصفهان","10","برخوار","5-9",4449,4213
"اصفهان","10","برخوار","10-14",3933,3966
"اصفهان","10","برخوار","15-19",4271,4337
"اصفهان","10","برخوار","20-24",6234,6118
"اصفهان","10","برخوار","25-29",6835,6535
"اصفهان","10","برخوار","30-34",5753,5178
"اصفهان","10","برخوار","35-39",4748,4128
"اصفهان","10","برخوار","40-44",4006,3176
"اصفهان","10","برخوار","45-49",3194,2585
"اصفهان","10","برخوار","50-54",2268,2072
"اصفهان","10","برخوار","55-59",1559,1532
"اصفهان","10","برخوار","60-64",1028,1103
"اصفهان","10","برخوار","65-69",992,1084
"اصفهان","10","برخوار","70-74",790,824
"اصفهان","10","برخوار","75-79",692,703
"اصفهان","10","برخوار","80-84",369,424
"اصفهان","10","برخوار","85-89",212,214
"اصفهان","10","برخوار","90-94",36,41
"اصفهان","10","برخوار","95-99",5,9
"اصفهان","10","برخوار",">100",1,3
"اصفهان","10","برخوار","unknown",8,6
"اصفهان","10","تیران و کرون","0-4",2938,2748
"اصفهان","10","تیران و کرون","5-9",2505,2318
"اصفهان","10","تیران و کرون","10-14",2370,2240
"اصفهان","10","تیران و کرون","15-19",2741,2603
"اصفهان","10","تیران و کرون","20-24",3962,3744
"اصفهان","10","تیران و کرون","25-29",4245,3999
"اصفهان","10","تیران و کرون","30-34",3359,3071
"اصفهان","10","تیران و کرون","35-39",2741,2519
"اصفهان","10","تیران و کرون","40-44",2346,2212
"اصفهان","10","تیران و کرون","45-49",1893,1792
"اصفهان","10","تیران و کرون","50-54",1585,1589
"اصفهان","10","تیران و کرون","55-59",1326,1264
"اصفهان","10","تیران و کرون","60-64",672,936
"اصفهان","10","تیران و کرون","65-69",628,790
"اصفهان","10","تیران و کرون","70-74",666,772
"اصفهان","10","تیران و کرون","75-79",653,612
"اصفهان","10","تیران و کرون","80-84",328,373
"اصفهان","10","تیران و کرون","85-89",216,192
"اصفهان","10","تیران و کرون","90-94",42,33
"اصفهان","10","تیران و کرون","95-99",5,8
"اصفهان","10","تیران و کرون",">100",2,5
"اصفهان","10","تیران و کرون","unknown",3,1
"اصفهان","10","چادگان","0-4",1373,1404
"اصفهان","10","چادگان","5-9",1221,1193
"اصفهان","10","چادگان","10-14",1226,1258
"اصفهان","10","چادگان","15-19",1707,1674
"اصفهان","10","چادگان","20-24",2107,1935
"اصفهان","10","چادگان","25-29",1900,1750
"اصفهان","10","چادگان","30-34",1485,1423
"اصفهان","10","چادگان","35-39",1111,1153
"اصفهان","10","چادگان","40-44",880,975
"اصفهان","10","چادگان","45-49",799,856
"اصفهان","10","چادگان","50-54",767,845
"اصفهان","10","چادگان","55-59",623,655
"اصفهان","10","چادگان","60-64",399,506
"اصفهان","10","چادگان","65-69",312,384
"اصفهان","10","چادگان","70-74",312,321
"اصفهان","10","چادگان","75-79",390,319
"اصفهان","10","چادگان","80-84",226,194
"اصفهان","10","چادگان","85-89",101,94
"اصفهان","10","چادگان","90-94",30,23
"اصفهان","10","چادگان","95-99",0,4
"اصفهان","10","چادگان",">100",1,5
"اصفهان","10","چادگان","unknown",1,0
"اصفهان","10","خمینی شهر","0-4",12972,12393
"اصفهان","10","خمینی شهر","5-9",11604,10753
"اصفهان","10","خمینی شهر","10-14",11450,10780
"اصفهان","10","خمینی شهر","15-19",12406,12383
"اصفهان","10","خمینی شهر","20-24",18224,17528
"اصفهان","10","خمینی شهر","25-29",19778,18696
"اصفهان","10","خمینی شهر","30-34",15759,14925
"اصفهان","10","خمینی شهر","35-39",13245,11645
"اصفهان","10","خمینی شهر","40-44",11619,9990
"اصفهان","10","خمینی شهر","45-49",9579,8390
"اصفهان","10","خمینی شهر","50-54",7280,6516
"اصفهان","10","خمینی شهر","55-59",5156,4722
"اصفهان","10","خمینی شهر","60-64",3347,3571
"اصفهان","10","خمینی شهر","65-69",2487,3014
"اصفهان","10","خمینی شهر","70-74",2323,1944
"اصفهان","10","خمینی شهر","75-79",1857,1603
"اصفهان","10","خمینی شهر","80-84",860,1200
"اصفهان","10","خمینی شهر","85-89",593,532
"اصفهان","10","خمینی شهر","90-94",116,100
"اصفهان","10","خمینی شهر","95-99",28,26
"اصفهان","10","خمینی شهر",">100",7,17
"اصفهان","10","خمینی شهر","unknown",119,92
"اصفهان","10","خوانسار","0-4",949,857
"اصفهان","10","خوانسار","5-9",903,874
"اصفهان","10","خوانسار","10-14",1058,1038
"اصفهان","10","خوانسار","15-19",1438,1440
"اصفهان","10","خوانسار","20-24",1826,1717
"اصفهان","10","خوانسار","25-29",1765,1598
"اصفهان","10","خوانسار","30-34",1185,1216
"اصفهان","10","خوانسار","35-39",968,1032
"اصفهان","10","خوانسار","40-44",1012,1036
"اصفهان","10","خوانسار","45-49",995,934
"اصفهان","10","خوانسار","50-54",959,893
"اصفهان","10","خوانسار","55-59",712,783
"اصفهان","10","خوانسار","60-64",459,645
"اصفهان","10","خوانسار","65-69",438,605
"اصفهان","10","خوانسار","70-74",478,554
"اصفهان","10","خوانسار","75-79",511,510
"اصفهان","10","خوانسار","80-84",244,326
"اصفهان","10","خوانسار","85-89",191,154
"اصفهان","10","خوانسار","90-94",57,49
"اصفهان","10","خوانسار","95-99",8,2
"اصفهان","10","خوانسار",">100",3,0
"اصفهان","10","خوانسار","unknown",1,0
"اصفهان","10","خور و بیابانک","0-4",755,692
"اصفهان","10","خور و بیابانک","5-9",701,637
"اصفهان","10","خور و بیابانک","10-14",625,620
"اصفهان","10","خور و بیابانک","15-19",786,698
"اصفهان","10","خور و بیابانک","20-24",1030,918
"اصفهان","10","خور و بیابانک","25-29",1069,908
"اصفهان","10","خور و بیابانک","30-34",712,644
"اصفهان","10","خور و بیابانک","35-39",602,575
"اصفهان","10","خور و بیابانک","40-44",526,531
"اصفهان","10","خور و بیابانک","45-49",411,450
"اصفهان","10","خور و بیابانک","50-54",400,434
"اصفهان","10","خور و بیابانک","55-59",332,368
"اصفهان","10","خور و بیابانک","60-64",247,302
"اصفهان","10","خور و بیابانک","65-69",210,296
"اصفهان","10","خور و بیابانک","70-74",218,266
"اصفهان","10","خور و بیابانک","75-79",176,213
"اصفهان","10","خور و بیابانک","80-84",118,153
"اصفهان","10","خور و بیابانک","85-89",59,70
"اصفهان","10","خور و بیابانک","90-94",17,17
"اصفهان","10","خور و بیابانک","95-99",3,2
"اصفهان","10","خور و بیابانک",">100",0,2
"اصفهان","10","خور و بیابانک","unknown",0,0
"اصفهان","10","دهاقان","0-4",1270,1210
"اصفهان","10","دهاقان","5-9",1244,1084
"اصفهان","10","دهاقان","10-14",1222,1217
"اصفهان","10","دهاقان","15-19",1236,1279
"اصفهان","10","دهاقان","20-24",2008,1813
"اصفهان","10","دهاقان","25-29",2066,1927
"اصفهان","10","دهاقان","30-34",1665,1600
"اصفهان","10","دهاقان","35-39",1365,1246
"اصفهان","10","دهاقان","40-44",1159,1156
"اصفهان","10","دهاقان","45-49",960,852
"اصفهان","10","دهاقان","50-54",805,802
"اصفهان","10","دهاقان","55-59",627,667
"اصفهان","10","دهاقان","60-64",469,619
"اصفهان","10","دهاقان","65-69",336,484
"اصفهان","10","دهاقان","70-74",408,493
"اصفهان","10","دهاقان","75-79",399,342
"اصفهان","10","دهاقان","80-84",217,235
"اصفهان","10","دهاقان","85-89",165,131
"اصفهان","10","دهاقان","90-94",26,30
"اصفهان","10","دهاقان","95-99",3,5
"اصفهان","10","دهاقان",">100",0,2
"اصفهان","10","دهاقان","unknown",0,0
"اصفهان","10","سمیرم","0-4",2555,2382
"اصفهان","10","سمیرم","5-9",2344,2218
"اصفهان","10","سمیرم","10-14",2285,2295
"اصفهان","10","سمیرم","15-19",2750,3146
"اصفهان","10","سمیرم","20-24",3508,3746
"اصفهان","10","سمیرم","25-29",3756,3770
"اصفهان","10","سمیرم","30-34",3028,2930
"اصفهان","10","سمیرم","35-39",2498,2404
"اصفهان","10","سمیرم","40-44",2142,2143
"اصفهان","10","سمیرم","45-49",1674,1823
"اصفهان","10","سمیرم","50-54",1519,1525
"اصفهان","10","سمیرم","55-59",1178,1234
"اصفهان","10","سمیرم","60-64",818,971
"اصفهان","10","سمیرم","65-69",404,761
"اصفهان","10","سمیرم","70-74",606,554
"اصفهان","10","سمیرم","75-79",576,476
"اصفهان","10","سمیرم","80-84",400,310
"اصفهان","10","سمیرم","85-89",146,114
"اصفهان","10","سمیرم","90-94",10,25
"اصفهان","10","سمیرم","95-99",3,4
"اصفهان","10","سمیرم",">100",5,8
"اصفهان","10","سمیرم","unknown",2,1
"اصفهان","10","شاهین شهر و میمه","0-4",6620,6574
"اصفهان","10","شاهین شهر و میمه","5-9",6355,6183
"اصفهان","10","شاهین شهر و میمه","10-14",6493,6353
"اصفهان","10","شاهین شهر و میمه","15-19",7498,7223
"اصفهان","10","شاهین شهر و میمه","20-24",11155,10828
"اصفهان","10","شاهین شهر و میمه","25-29",12367,12194
"اصفهان","10","شاهین شهر و میمه","30-34",9230,9233
"اصفهان","10","شاهین شهر و میمه","35-39",7097,6897
"اصفهان","10","شاهین شهر و میمه","40-44",6513,6795
"اصفهان","10","شاهین شهر و میمه","45-49",5887,6290
"اصفهان","10","شاهین شهر و میمه","50-54",5369,5825
"اصفهان","10","شاهین شهر و میمه","55-59",4595,4429
"اصفهان","10","شاهین شهر و میمه","60-64",3237,3112
"اصفهان","10","شاهین شهر و میمه","65-69",1938,2068
"اصفهان","10","شاهین شهر و میمه","70-74",1648,1635
"اصفهان","10","شاهین شهر و میمه","75-79",1240,1225
"اصفهان","10","شاهین شهر و میمه","80-84",703,750
"اصفهان","10","شاهین شهر و میمه","85-89",340,393
"اصفهان","10","شاهین شهر و میمه","90-94",70,100
"اصفهان","10","شاهین شهر و میمه","95-99",18,25
"اصفهان","10","شاهین شهر و میمه",">100",5,19
"اصفهان","10","شاهین شهر و میمه","unknown",24,31
"اصفهان","10","شهرضا","0-4",5643,5532
"اصفهان","10","شهرضا","5-9",5294,4940
"اصفهان","10","شهرضا","10-14",5100,5006
"اصفهان","10","شهرضا","15-19",5842,5566
"اصفهان","10","شهرضا","20-24",8725,8003
"اصفهان","10","شهرضا","25-29",8733,8335
"اصفهان","10","شهرضا","30-34",6885,6566
"اصفهان","10","شهرضا","35-39",5885,5581
"اصفهان","10","شهرضا","40-44",5575,5274
"اصفهان","10","شهرضا","45-49",4481,4397
"اصفهان","10","شهرضا","50-54",3841,3594
"اصفهان","10","شهرضا","55-59",2908,2862
"اصفهان","10","شهرضا","60-64",2021,2272
"اصفهان","10","شهرضا","65-69",1420,1629
"اصفهان","10","شهرضا","70-74",1316,1443
"اصفهان","10","شهرضا","75-79",1159,1077
"اصفهان","10","شهرضا","80-84",751,787
"اصفهان","10","شهرضا","85-89",431,413
"اصفهان","10","شهرضا","90-94",91,116
"اصفهان","10","شهرضا","95-99",18,21
"اصفهان","10","شهرضا",">100",4,10
"اصفهان","10","شهرضا","unknown",6,2
"اصفهان","10","فریدن","0-4",3150,2867
"اصفهان","10","فریدن","5-9",2613,2490
"اصفهان","10","فریدن","10-14",2877,2844
"اصفهان","10","فریدن","15-19",3719,3601
"اصفهان","10","فریدن","20-24",4867,4387
"اصفهان","10","فریدن","25-29",4482,4130
"اصفهان","10","فریدن","30-34",3178,3395
"اصفهان","10","فریدن","35-39",2745,2869
"اصفهان","10","فریدن","40-44",2329,2416
"اصفهان","10","فریدن","45-49",1993,2095
"اصفهان","10","فریدن","50-54",1817,1984
"اصفهان","10","فریدن","55-59",1565,1862
"اصفهان","10","فریدن","60-64",1146,1380
"اصفهان","10","فریدن","65-69",947,1063
"اصفهان","10","فریدن","70-74",893,777
"اصفهان","10","فریدن","75-79",848,835
"اصفهان","10","فریدن","80-84",499,517
"اصفهان","10","فریدن","85-89",235,219
"اصفهان","10","فریدن","90-94",42,45
"اصفهان","10","فریدن","95-99",12,4
"اصفهان","10","فریدن",">100",1,4
"اصفهان","10","فریدن","unknown",0,1
"اصفهان","10","فریدون شهر","0-4",1684,1644
"اصفهان","10","فریدون شهر","5-9",1451,1433
"اصفهان","10","فریدون شهر","10-14",1436,1456
"اصفهان","10","فریدون شهر","15-19",1823,1850
"اصفهان","10","فریدون شهر","20-24",2190,2152
"اصفهان","10","فریدون شهر","25-29",2092,2008
"اصفهان","10","فریدون شهر","30-34",1586,1664
"اصفهان","10","فریدون شهر","35-39",1297,1437
"اصفهان","10","فریدون شهر","40-44",1038,1108
"اصفهان","10","فریدون شهر","45-49",878,1036
"اصفهان","10","فریدون شهر","50-54",755,855
"اصفهان","10","فریدون شهر","55-59",661,754
"اصفهان","10","فریدون شهر","60-64",517,627
"اصفهان","10","فریدون شهر","65-69",374,448
"اصفهان","10","فریدون شهر","70-74",458,339
"اصفهان","10","فریدون شهر","75-79",461,294
"اصفهان","10","فریدون شهر","80-84",152,169
"اصفهان","10","فریدون شهر","85-89",92,84
"اصفهان","10","فریدون شهر","90-94",7,15
"اصفهان","10","فریدون شهر","95-99",1,3
"اصفهان","10","فریدون شهر",">100",0,5
"اصفهان","10","فریدون شهر","unknown",0,0
"اصفهان","10","فلاورجان","0-4",10710,10151
"اصفهان","10","فلاورجان","5-9",9438,9081
"اصفهان","10","فلاورجان","10-14",9216,8929
"اصفهان","10","فلاورجان","15-19",9824,9903
"اصفهان","10","فلاورجان","20-24",13936,14124
"اصفهان","10","فلاورجان","25-29",15535,14946
"اصفهان","10","فلاورجان","30-34",12504,11390
"اصفهان","10","فلاورجان","35-39",10179,8821
"اصفهان","10","فلاورجان","40-44",9820,8243
"اصفهان","10","فلاورجان","45-49",7361,5995
"اصفهان","10","فلاورجان","50-54",5420,4968
"اصفهان","10","فلاورجان","55-59",4017,3904
"اصفهان","10","فلاورجان","60-64",2676,2993
"اصفهان","10","فلاورجان","65-69",2012,2203
"اصفهان","10","فلاورجان","70-74",1514,1340
"اصفهان","10","فلاورجان","75-79",1594,1375
"اصفهان","10","فلاورجان","80-84",862,930
